Original,Part of,Translation
Swashbuckler|initiative,,Iniziativa|dell'Intrepido
Meldshaper|Level,,Livello|da Meldshaper
Point-Blank Shot,,Tiro Ravvicinato
Substance|Infusion|Burn,,Sostanza|Infusione|Sovraccarico
EIDOLON,,EIDOLON
Round down,,per difetto
Fighter|Level,,Livello|del Guerriero
"If damaged before unleashing the power, make a concentration |check or take the burn you would have saved.",,"Se subisce danno prima della deflagrazione, deve effettuare una prova|di Concentrazione o accettare il sovraccarico che avrebbe raccolto"
RANGED|ATTACK,,ATTACCO|A DISTANZA
MUTAGENS,,MUTAGENI
3 burn,,3 sovr.
Water blast,,Acquatica
Promotions,,Promozioni
CM,,MC
Knowledge|Roll,,Tiro Conoscenza
Invisibility,,Invisibilità
SOCIAL CONNECTIONS,,Connessioni Sociali
Supreme Charge,,Carica Suprema
1 mile,,"1,5 km"
Slow Fall 90 ft,,Caduta Lenta 27m
Temp|Bonus,,Bonus|Temp
SURGE,,IMPULSO
Feather Fall,,Caduta Morbida
GREATER RESOLVE,,FERMEZZA SUP.
"Use this DC for the Negative Energy Burst will save,|the Fear Aura will save,|the Scabrous Touch fortitude save|and the Enervating Touch removal save",,"Usare come CD salvezza per Esplosione di Energia Negativa (volontà),|Aura di Paura (volontà),|Tocco Scabroso (tempra)|e Tocco Debilitante (rimozione)"
3-Level|Bonus × 2,,Bonus|3-Livelli x2
Hide from Undead,,Nascondersi ai Non Morti
Computer|Bonus,,Bonus|Computer
"Once per round, when you roll a natural 20 on an opposed|skill check against a mythic enemy, regain one use of|mythic power.",,"Una volta per round, quando ottieni un 20 naturale ad|una prova di abilità contro un nemico mitico, recuperi un|uso del potere mitico."
Piercing,,Penetrante
Air,,Aria
Energy Type,,Tipo Energia
Remember to role-play your character traits.,,Ricordati di interpretare i tratti del tuo personaggio.
STEP THREE,,PASSO TRE
HEX|TOKENS,,PEDINE|ESAGONALI
2d10,,2d10
Climb Speed,,Velocità di Scalare
"Once a day, make a death attack without taking time to|study your victim first. Must still sneak attack.",,"Una volta al giorno, compi un Attacco Mortale senza prima|studiare la vittima. Deve comunque essere un attacco furtivo."
Mass Suggestion,,Suggestione di massa
Use Rope,,Usare Corde
Defensive Casting|Attack Penalty,,Penalità attacco|Lanciare sulla difensiva
Kip-up,,Balzare in piedi
Scribe Scroll,,Scrivere Pergamene
REF,,RIF
"Bonus applies to saving throws against Bardic Performance, sonic|and language-dependent effects.",,"Bonus applicato ai Tiri Salvezza contro Esibizione Bardica,|effetti sonori e dipendenti dal linguaggio"
Bluff,,Raggirare
Base|Attack,,Attacco|Base
Waves of Exhaustion,,Onde di Esaurimento
Wholeness of Body,,Integrità del corpo
Total Bulk,,Volume Totale
Kinetic blast is a standard action and has a range of 30ft.|You need at least one hand free to aim a blast.,,Deflagarazione cinetica è un'azione standard con raggio 9m.|Serve almeno una mano per direzionarla.
Arcane Dilettante 7,,Dilettante Arcano 7
ALCHEMIST,,ALCHIMISTA
FIREARMS,,ARMI da FUOCO
PROPITIATION,,PROPIZIAZIONE
MENTAL BASTION,,BASTIONE MENTALE
Use stealth even while being observed.|May hide within 10ft of any shadow|(except your own).,,Usa furtività anche se osservato. Puoi|nasconderti entro 3m da ogni ombra|(tranne la propria).
Lucky,,Fortunato
Class|Skill,,Classe|Abilità
OMNIKINESIS,,ONNICINESI
"If you are killed return to life 24 hours later, regardless of|the condition of your body. You do not regain any limiteddaily abilities.",,"Se ucciso, torni in vita dopo 24 ore, a prescindere dalle|condizioni del tuo corpo. Non recuperi nessuna abilitàlimitata giornaliera."
Item|Bonus,,Bonus|oggetto
Fire any two weapons at -4.,,Sparare con 2 armi a -4.
Total|Level,,Livello|Totale
Basic Value,,Valore Base
Misc,,Altro
Horrid Wilting,,Orrido Avvizzimento
"Make a full attack without requiring|direct control, and at only -4 penalty.",,"Può fare un attacco completo senza|controllo diretto, e solo a -4."
Fire Shield,,Scudo di Fuoco
Move through enemies squares/threatened|space at full speed,,Movimento tra i nemici/aree|minacciate a piena velocità
all remaining pts,,tutti i punti rimanenti
3rd round,,3° round
SPIRIT MASTERY,,PADRONANZA SPIRITUALE
SAMURAI,,SAMURAI
Hardening,,Indurire
Profession (miller),,Professione (mugnaio)
Use Psionic Device,,Usa Oggetti Psionici
Your drone can act with full autonomy.|It takes a full round of actions without|needing direct control.,,Il drone può agire in completa autonomia|Può fare azioni di round completo|senza controllo diretto.
ARCHERY,,TIRO con L'ARCO
SETTLEMENT,,INSEDIAMENTO
Stolen from,,Rubato ad
"Forgo 1d6 of bonus for Steal Spell, Steal Spell Effect,|Steal Energy Resistance or Steal Spell-Like Ability on a successful |sneak attack; or forgo 3d6 of bonus for Steal Spell Resistance;|or take from a willing target.",,"Rinunciare a 1d6 danni bonus da attacco furtivo in favore di Rubare Incantesimi,| Rubare Effetti di Incantesimo, Rubare Resistenza all'Energia o Rubare| Capacità Magiche; oppure rinunciare a 3d6 danni in favore di Rubare| Resistenza agli Incantesimi; oppure prendere da un bersaglio consenziente."
Point blank shot,,Tiro Ravvicinato
CHOICES,,SCELTE
Range:,,Raggio:
Bonus|Points,,Punti|Bonus
BARDIC KNOWLEDGE,,CONOSCENZE BARDICHE
Arc of Lightning,,Arco di Fulmini
Arcane Dilettante 4,,Dilettante Arcano 4
Fully manifesting a phantom takes 1 minute. Switching between forms takes 1 full round.|Relling the phantom is a standard action until level 6.,,Manifestare completamente un fantasma richiede 1 minuto. Cambiarne la forma richiede 1 round completo.|Richiamare il fantasma è un'azione standard fino al livello 6.
10ft,,3 m
MAX BURN,,SOVRACCARICO MASSIMO
HIDE IN PLAIN SIGHT,,NASCONDERSI IN PIENA VISTA
ONE WITH THE WILD,,TUTT'UNO CON IL SELVAGGIO
Weapon Attack Bonus,,Bonus di Attacco
Magic Weapon,,Arma Magica
QUIET DEATH,,MORTE QUIETA
SPECIALISATION,,SPECIALIZZAZIONE
Knowledge (nature),,Conoscenze (Natura)
Uncanny Dodge,,Schivare prodigioso
TWO-WEAPON FIGHTING,,COMBATTERE con DUE ARMI
(PALADIN),,(PALADINO)
WARMAGE,,MAGO COMBATTENTE
BATTLE DANCER,,BATTLE DANCER
Frightened,,Spaventato
From Level 8:,,Dal livello 8:
Summon monster I,,Evoca Mostri I
Warlock|Level,,Livello da|Warlock
(CLERIC),,(CHIERICO)
Sunbeam,,Bagliore Solare
"Once per day, while fighting a challenge:| • all weapons (except criticals) do minimum damage| • remain conscious and not staggered below 0 hp| • cannot be killed by weapons except by target",,"Una volta al giorno, durante una sfida:|• tutte le armi infliggono danno minimo (critici esclusi)|• rimane cosciente e non barcollante sotto 0 pf|• non può essere ucciso da armi non impugnate dal bersaglio"
Take -2 penalty to AC against any enemy except challenged target,,Subisce -2 alla CA contro ogni nemico escluso il bersaglio sfidato
FIREWALL,,FIREWALL
Lesser Planar Binding,,Legame Planare Inferiore
Bonus granted to all allies within 20ft.,,Bonus conferito ad alleati entro 6m.
Attack and damage,,Attacco e danni
Fire Trap,,Trappola di Fuoco
FIGHTER,,GUERRIERO
Third round,,Terzo round
Feat Sharing|Today,,Condivisione Talento|Oggi
Perform (wind),,Intrattenere (Fiati)
Spouse,,Coniuge
HEALTH,,SALUTE
Arcane Dilettante 5,,Dilettante Arcano 5
Base Attack|Bonus,,Attacco Base|Bonus
Targeting,,Bersagliare
Courage Bonus,,Bonus al coraggio
FAVOURED ENEMY,,NEMICO PRESCELTO
Profession (farmer),,Professione (contadino)
Base magic item,,Oggetto magico base
STUDIED COMBAT,,COMBATTIMENTO STUDIATO
Weapon Augmentation,,Aumentare Arma
STEP TWO,,PASSO DUE
IMPROVED EMPATHIC LINK,,LEGAME EMPATICO MIGLIORATO
Still Mind,,Mente Lucida
Craft (calligraphy),,Artigianato (Calligrafia)
CLASS ABILITY,,ABILITA' di CLASSE
"Come up with a cool idea for your character. Figure out where they|come from, how their background shaped them and why they’ve|chosen to be an adventurer.|Use extra pages if necessary.",,"Fatti un'idea del tuo personaggio. Cerca di capire|da dove venga, come il suo passato lo abbia trasformato e perché|abbia scelto di diventare un avventuriero.|Usa più pagine se necesssario."
MALE,,MASCHIO
Paralysed,,Paralizzato
MAP|TOKEN,,SEGNALINO|MAPPA
HARD TO KILL,,DURO A MORIRE
ECO,,ECO
3 IP,,3 IP
"Bluff, Diplomacy",,"Raggirare, Diplomazia"
CREW FUNDS,,FONDI EQUIPAGGIO
Immune to charm effects including magic.,,"Immene allo charme, anche magico."
Saving throw,,Tiro Salvezza
Use bonus in place of...,,Usare il bonus al posto di...
+2 to confirm critical hits with selected weapon,,+2 per confermare i critici con l'arma prescelta
Dance,,Danza
Mod,,Mod
55ft,,"16,5 m"
20 to 24,,da 20 a 24
BASE ATTACK,,ATTACCO BASE
Life bond,,Per la Vita
Psychometabolism,,Psicometabolismo
Construct Weakness,,Debolezze dei Costrutti
BARBARIAN!,,BARBARO!
STEAL SPELL EFFECT,,RUBARE EFFETTI INCANTESIMO
INITIATIVE,,INIZIATIVA
DIVINE HEALTH,,SALUTE DIVINA
Profession (trapper),,Professione (boscaiolo)
ASTRAL BEACON,,FARO ASTRALE
Craft (stonemasonry),,Artigianato (lavori in muratura)
Mystic|Level,,Livello|Mistico
Shocking Grasp,,Stretta Folgorante
STEP EIGHT,,PASSO OTTO
Craft (chemist),,Artigianato (Chimica)
Take 20 Today,,Prendere 20 oggi
MISS CHANCE,,PROBABILITÀ DI MANCARE
TRAINING,,ADDESTRAMENTO
35ft,,"10,5 m"
60ft,,18m
Reroll a saving throw (must take second roll)Reroll a skill check,,Ritira un TS (bisogna tenere il secondo tiro)|Ritira una prova di abilità
Delayed death,,Morte ritardata
Bane Rounds|Today,,Round Anatema|Oggi
A successful strike with smite evilbypasses damage reduction.,,Un colpo a segno con Punire il Male supera la Riduzione del Danno
Summon Swarm,,Evoca Sciame
FEATS,,TALENTI
Aether,,Etere
25 to 34,,da 25 a 34
BLOODLINES,,STIRPI
Item,,Oggetto
(ALCHEMIST),,(ALCHIMISTA)
Combat Casting,,Inc. in Combattimento
Familiar|Intelligence,,Intelligenza|Famiglio
Speciality Spell,,Incantesimo da specialista
PORTRAIT,,RITRATTO
STUNNING FIST,,PUGNO STORDENTE
Shortsword,,Spada corta
Avoid half damage on failed reflex save,,evitare metà danno quando si fallisce TS su Riflessi
Victims slain by a Death Attack cannot be revived by magic|without a caster level check (or first casting Remove Curse).,,Vittime uccise da Attacco Mortale non possono essere resuscitate|magicamente senza prova di livello incantatore (o Rimuovi Maledizione).
6ft,,"1,8 m"
OF,,DEL
Marshal,,Sceriffo
Cone of Cold,,Cono di Freddo
SWIFT ACTIONS,,AZIONI VELOCI
Wild|Shape|Level,,Livello|Forma|Selvatica
Society,,Società
Psychoportation,,Psicotrasporto
Gain damage reduction 5/evil.,,Guadagna riduzione del danno 5/Male
Power|Save DC,,CD TS|Potere
Learn an extra utility wild talent or infusion if you take the|same element twice.,,Impari un talento selvaggio extra o un'infusione se scegli|lo stesso elemento due volte.
AC + INT,,CA + INT
• Paralysed,,• Paralizzato
RETRIEVED SPELLS,,INCANTESIMI RECUPERATI
DISCERN LIES,,RIVELA BUGIE
Expel possessing spirit,,Costringe uno spirito a lasciare una creatura impossesata
Knock target unconscious,,Rende un bersaglio privo di sensi
Fast Movement,,Movimento Veloce
Festivals,,Festival
Temp Damage,,Danno Temp.
"Armour, Shield",,"Armatura, Scudo"
DETERMINED,,DETERMINATO
ENVOY,,EMISSARIO
Wall of Iron,,Muro di Ferro
SKALD,,SCALDO
Evolutions,,Evoluzioni
DAMAGE,,DANNO
HIDDEN BLADE,,LAMA NASCOSTA
FAVOURED ENEMY BONUS,,BONUS NEMICO PRESCELTO
+4 AoO attack and AC,,+4 attacco e CA AdO
Trap Sense +5,,Percepire Trappole +5
Healing,,Guarigione
Buy your equipment.,,Acquista l'equipaggiamento.
"Armour class bonus|From level 10, bonus doubles against critical hits",,Bonus Classe Armatura|Dal livello 10 bonus x2 contro i colpi critici
STEP FOUR,,PASSO QUATTRO
Skills and languages,,Abilità e linguaggi
Prismatic Wall,,Muro Prismatico
Mesmerist|Level,,Mesmerista|Livello
GLIDE,,PLANARE
Base|Extracts,,Estratti|base
Impaling Critical,,Critico Trafiggente Migliorato
die,,dado
SPELL SCHOOLS,,SCUOLE DI MAGIA
Attack|Bonus,,Bonus|Attacco
Psychic Strike|Charge,,Colpo Psichico|Cariche
LOYALTY,,LEALTA'
Untrained,,No addestr.
The inquisitor cannot cast spells of an alignment|opposed to her own or her deity’s.,,L'Inquisitore non può lanciare incantesimi di|allineamento opposto al suo o della divinità
From level 20:,,Dal livello 20:
Craft (paintings),,Artigianato (dipinti)
Profession (innkeeper),,Professione (locandiere)
WISDOM,,SAGGEZZA
SOLARIAN,,SOLARIAN
Move Silently,,Muoversi silenziosamente
"Perform twice with the same action.|Modifications apply to both, but burn once.",,"Esegui due volte con la stessa azione.|Le modifiche si applicano a entrambi, il Sovraccarico una sola."
HIT POINTS,,PUNTI FERITA
SHAMAN,,SCIAMANO
MODS,,MODIFICHE
"Spend two uses of Smite Evil to grant allies the ability to|smite evil. The bonus lasts 1 minute, but must be used in|the first round.",,Usa due cariche di Punire il Male per dare agli alleati la| capacità di punire il male. Il bonus dura 1 minuto ma deve| essere usato durante il primo round.
Psychokinetic,,Psicocinetico
Long,,Lungo
SAVES,,TIRI SALVEZZA
d8,,d8
Protection,,Protezione
SELF RELIANT,,FIDUCIA IN SE STESSO
Heal wounds,,Cura ferite
Master’s bonus ability,,Abilità bonus del padrone
Extract Save DC = 10 + INT + Extract Level,,CD Estratti = 10 + INT + Livello Estratto
Psionic Aura,,Aura Psionica
Max Speed,,Velocità Max
Disrupting Weapon,,Arma Distruttiva
"At marked levels, gain one combat feat and optionally swap one.",,"Ai livelli segnati, ottieni e/o scambia un talento di combattimento."
Craft (carpentry),,Artigianato (Falegnameria)
Spells|per day,,Incantesimi|al giorno
FEATS & SPECIAL ABILITIES,,TALENTI & CAPACITÀ SPECIALI
KEEN RECOLLECTION,,MEMORIA STRABILIANTE
if larger/|smaller,,se più grande/|piccolo
No age penalties or artificial ageing,,Nessuna penalità relativa all'età o invecchiamento artificiale
Spell Combat|Attack Penalty,,Penalità attacco|Inc. in Comb.
(at will),,(a volontà)
CITY,,CITTA'
Fear,,Paura
Ring of Blades,,Anello di Lame
+6 Perception,,+6 Percezione
Animal Companion’s Name,,Nome del Compagno animale
See below.,,Vedi sotto.
Craft (bows),,Artigianato (costruire archi)
Skald|Level,,Scaldo|Livello
AMMUNITION,,MUNIZIONI
VALUABLE ITEMS,,OGGETTI di VALORE
Perform location channel anywhere as long as you or one|of your allies has a personal connection to the deceased.,,"Puoi usare incanalare luogo ovunque, fintanto che te o|un tuo alleato abbia un legame personale col morto."
Add monk level to Acrobatics checks for jumping,,Aggiungi il liv. da Monaco ad Acrobazia per i salti
Improve the attitude of a wild animal as if using Diplomacy.|Take -4 penalty to influce a magical beast.,,Migliora atteggiamento di un animale selvatico come se usassi|Diplomazia. Penalità -4 per influenzare una bestia magica.
Mass Inflict Moderate Wounds,,Infliggi Ferite Moderate di massa
Treat unarmed strikes as adamantine,,Tratta colpi senz'armi come adamantio
(Use adjusted CON),,(usare COS modificata)
Flaming,,Infuocata
ENGINEER,,INGEGNERE
INITIATIVE|MARKER,,SEGNAPUNTI|INIZIATIVA
Greater,,Superiore
Craft (tailor),,Artigianato (Sartoria)
Hail of Stone,,Grandinata di Pietre
ranks,,Gradi
Range,,Gittata
Retreat at ½ speed.,,Ritirarsi a ½ velocità.
Medium,,Medio
Events,,Eventi
Deal sneak attack damage whenever you move 10 ft.|Enemies with Uncanny Dodge are immune to this.,,Fai danni da furtivo ogni volta che ti muovi di 3m.|I nemici dotati di Schivare Prodigioso sono immuni.
Wu Jen can learn other spells they find.,,Un Wu Jen può imparare altri incantesimi trovati.
DIVINE BOND,,LEGAME DIVINO
STARFINDER,,STARFINDER
PAYMENTS,,PAGAMENTI
Take only half damage even on failed reflex,,Solo metà dei danni al fallimento TS riflessi 
(No greater than target’s |own spell resistance),,(Non superiore alla resistenza|agli incantesimi dell'obiettivo)
LONG RANGE,,RAGGIO LUNGO
4d6,,4d6
Shot on the Run,,Tiro in Movimento
Light weapon,,Arma leggera
Skill,,Abilità
PREPARED SPELLS,,INCANTESIMI PREPARATI
Improved Evasion,,Eludere migliorato
Flaming burst,,Espl. fiamme
8d6,,8d6
• Blind,,• Accecato
Full|Moon,,Luna|Piena
Share your spirit’s seance boon with all allies who joined|the seance.,,Condividi il dono della seduta spiritica con ogni alleato|che vi ha preso parte.
VI,,6
Divination,,Divinazione
DC 15,,CD 15
SUPREME TRICKSTER,,MISTIFICATORE SUPREMO
10ft ×,,3m x
Spend two uses of Lay On Hands to grant a bonus to all adjacent allies.,,Spendi due usi di Imposizione delle Mani per conferire un bonus ad alleati vicini.
Modifier,,Modificatore
Stealth,,Furtività
+8 Climb,,+8 Scalare
"Fill in the class’s hit die, skill ranks per level, and class skills",,"Compila i campi del dado vita, gradi abilità per livello e abilità di classe"
Preferred Clothing,,Abiti preferiti
Flaming Sphere,,Sfera Infuocata
Locate traps,,Individuare trappole
Extra,,Extra
Weapons,,Armi
ENCOURAGE,,INCORAGGIARE
Enervation,,Debilitazione
DEFENCE + SAVING THROWS,,DIFESE + TIRI SALVEZZA
Strength|Multiplier,,Moltiplic.|Forza
Point|Cost,,Costo|Punto
CODE OF HONOUR,,CODICE D'ONORE
Modification,,Modifica
Face,,Faccia
Bonus to attack and damage rolls,,Bonus a tiri di attacco e danni
Size|Modifier x4,,Taglia|Modificatore x4
STEP SEVEN,,PASSO SETTE
Penalty for insufficient strength,,Penalità per forza insufficiente
Ability|Score,,Punteggio|Caratteristica
Auras|Known,,Aure|Conosc.
Serious Wounds,,Ferite gravi
Blur,,Sfocatura
Spend 1pt of buffer on a single|wild talent to avoid 1 burn.,,Spendi 1pt di riserva su un|talento selvaggio per evitare 1 sovraccarico.
CHANNEL ENERGY,,INCANALARE ENERGIA
Ninja Level,,Livello Ninja
May select grand hexes,,Può scegliere fatture superiori
of,,di
Poised,,Bilanciato
Roll hit points and allocate skill ranks,,Tira per i punti ferita e assegna i gradi di abilità
Dancing Lights,,Luci Danzanti
Weight,,Peso
Slashing,,Tagliente
Enemy,,Nemico
LORE MASTER,,MAESTRO DEL SAPERE
Improved Critical or Keen weapon,,Critico Migliorato o arma Affilata
Cone of Fire,,Cono di Fuoco
Bludgeoning,,Contundente
pts,,pti
Creatures of the same approximate type as any of your current animal foci will not willingly attack you|unless attacked first or magically compelled.,,Creature approssimativamente dello stesso tipo di uno dei tuoi animali focallizzati non attaccano|volontariamente se non costrette magicamente o attaccate per prime.
